Id	Type	QuestionType	AnswerId	Question	Choice_1	Choice_2	Choice_3	Choice_4
1339	1	0qLLtLOvuNk=	a2VqdXF1ZXN0aW9uMg==	1tC5+sH5tPO5xba81tCjrL2otrzKsbzk1+6+w7XEysejvw==	xM++qQ==	zvewsg==	wuXR9A==	v6q34g==
1340	1	1u7X07DZvNI=	a2VqdXF1ZXN0aW9uMQ==	0tTPwsTE0rvOu8rHzrq9+sqxxtrW+MP7tcShsNbxwdbG38/NobGjvw==	7/q/tQ==	y+/O8r/V	1u2wy73k	ybO6zcnQ
1341	1	ytC+rsqzu/U=	a2VqdXF1ZXN0aW9uMQ==	tKvLtdbQo6yyu8rHtKvNs73ayNWhsNSqz/y92qGxxvDUtLXEysejvw==	1u648MHB0tTD5sakyOLP2rzAva3W0M32wek=	urrOxLXbvM3E7sa9wsA=	tcC9zKGwyP3Uqsu1obE=	w/G85KGwu/Cw0b3aobE=
1342	1	ytC+rsqzu/U=	a2VqdXF1ZXN0aW9uMg==	obDL1dTst8rPyrGl1r6y9qOsu/DJ1czA19XI4sC0x7aho9fdyLv30vfRyMuzxsTlo6zSu9n1uODTzdLRwvrJwKGjobHKq9bQw+jK9rXEtcTKx8TE0rvW1sPAyrOjvw==	sbG+qbLozMA=	wrHW87vwydU=	8dfxzbvwydU=	uPLzoc3Cw9s=
1343	1	ytC+rsqzu/U=	a2VqdXF1ZXN0aW9uMw==	obDDtbnlsf2hscrH0tTPwsTEuPa12Mf4tcTM2Mmrw/uz1KO/	xNrDybnF	ycLO9w==	wM+xsb6p	vKrB1g==
1344	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uMQ==	obbLruSwtKuht9bQtcS28bDUzvfDxcfssbvLrcv5ybGjvw==	zuTLyQ==	wO7l0w==	0e7Wvg==	zuLTww==
1345	1	ytC+rsqzu/U=	a2VqdXF1ZXN0aW9uNA==	1tC5+sXr4r/A+sq3s6S609bQo6zS1M/CxMTSu9bWsrvK9NPas6O8+7XEtffOtsa3o78=	tPPc7s/j	0KHc7s/j	3arC3A==	1MK8vg==
1346	1	0qLLtLOvuNk=	a2VqdXF1ZXN0aW9uMw==	zvfM7Mihvq21xMzGya7Kx8TEuPazr7T6tcTJrsjLo78=	z8Szrw==	ycyzrw==	zMazrw==	x+Wzrw==
1347	1	zOzQ/rXYu8Y=	a2VqdXF1ZXN0aW9uMQ==	za3IuMyoysfLrb2o1Oy1xKO/	styy2Q==	wfWxuA==	y+/IqA==	stzYpw==
1348	1	wPHA1tPft/4=	a2VqdXF1ZXN0aW9uMw==	19TD97Ov1tDG2qOsobDO2sm0w7GhscrHxMTSu8DgyLrM5bXEtPqzxqO/	ycy3tw==	xanD8Q==	udnA9A==	1++3uA==
1349	1	zOzQ/rXYu8Y=	a2VqdXF1ZXN0aW9uMQ==	sNTN9c/u0/DX1NjYtcTO2r2t09azxqO/	x629rQ==	utq9rQ==	1um9rQ==	0bzCzL2t
1350	1	zOzQ/rXYu8Y=	a2VqdXF1ZXN0aW9uMQ==	vrDMqcC2uaTS1ca3tcTW99Kq1K3Bz8rHo78=	za0=	zPo=	0vg=	wsE=
1351	1	0qLLtLOvuNk=	a2VqdXF1ZXN0aW9uNA==	obDBprDOyb3Z4sb4uMfKwKGxysfQzsjd0tTPwsTEuPbA+sq3w/vIy6O/	wO6w1w==	zvfKqQ==	9fWy9Q==	z+7T8A==
1352	1	ytC+rsqzu/U=	a2VqdXF1ZXN0aW9uNA==	0tTPwsTE0rvW1rK7ysfW0Ln6xeviv9bQs6O8+7XExeviv7y8t6ijvw==	uMnJ1Q==	vbTJ1Q==	tNDJ1Q==	y6TU0g==
1353	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uNA==	obDX7s6jz9W1xLXYt72jrL7NysfX7rCyyKu1xLXYt72hsdXivuTD+9HUs/bX1Muto78=	uqvT+g==	1MC3yQ==	wbrT8Mn6	ucXB+g==
1354	1	ytC+rsqzu/U=	a2VqdXF1ZXN0aW9uMw==	0tTPwsTE1tayu8rHs6O8+7XEs8nRztbWwOCjvw==	uqPRzg==	s9jRzg==	yOLRzg==	vq7Rzg==
1355	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uMQ==	seDE6szlzajKt6G218rWzs2ovPiht7XE1/fV38rHo78=	y77C7bni	xbfR9NDe	uqvT+g==	x9jKvLvK
1356	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uMQ==	0tTPwsTE0rvOu8rHobbI/bn60d3S5aG31tC1xKGwzuW7orTzvauhsaO/	1dTUxg==	wrPWx8nu	y9XH2A==	1cXSxw==
1357	1	ytC+rsqzu/U=	a2VqdXF1ZXN0aW9uMQ==	utqy6NTa1sbX97fWwODJz8r009qjvw==	yKu3or3N	x+XV9A==	y67W8w==	083VqA==
1358	1	wPHA1tPft/4=	a2VqdXF1ZXN0aW9uMQ==	9qfA8bXEy/ns67bUz/POqtLUz8LExNK7z+6jvw==	yb20qLDZ1LQ=	9873yPfN98s=	0sLKs7i4xLg=	0ru5+tauvv0=
1359	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uMg==	obDA68Dr1K3Jz7Ldo6zSu8vq0ru/3cjZobHKx8uttcTKq6O/	wfjX2tSq	sNe+09LX	wfXT7c79	wO662A==
1360	1	ytC+rsqzu/U=	a2VqdXF1ZXN0aW9uMQ==	ysC958j9tPO5xb7G1tCyu7D8wKjS1M/CxMTSu9bWo78=	sNe+xg==	u8a+xg==	xqG+xg==	xs/M0b7G
1361	1	ytC+rsqzu/U=	a2VqdXF1ZXN0aW9uMQ==	1tC5+sXr4r/A+sq3s6S609bQo6zS1M/CxMTSu9bWsrvK9NPas6O8+7XEtffOtsa3o78=	xfjLqg==	yOK9tA==	ufu9tA==	w9u58Luo
1362	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uMw==	obbH5cP3yc+60828obfD6LvmwcuxscvOyrHG2ra8s8e2q76ptcS3scjZvrDP86Os1eLKx73xzOy1xMTEwO+jvw==	0suy/Q==	uePW3Q==	v6q34g==	0MXR9A==
1363	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uNA==	obC+uL+1s9yjrNPMwLTRqaO7s7zX07reo6y6zsqxw/ChsdXiytfKq7XEtMrFxsP7ysejvw==	xtDI+ML5	y66197jozbc=	x9/UsLS6	wvq9rbrs
1364	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uMg==	0tTPwsTE0rvOu8rHoba67MKlw86ht9bQtcShsL3wwerKrrb+7s6hsaO/	0e658+X6	vNbMvbS6	zvfKqQ==	9fWy9Q==
1365	1	ytC+rsqzu/U=	a2VqdXF1ZXN0aW9uMQ==	0tTPwsTEuPa12Le9ysfO2sH6sui1xNb30qqy+rXYo78=	zKjN5Q==	xP7PxA==	yb3O9w==	utOxsQ==
1366	1	zOzQ/rXYu8Y=	a2VqdXF1ZXN0aW9uMQ==	utrB+r2tysfW0Ln60+vExLj2ufq80rXEwezNwbfWvefP36O/	tu3C3su5	w8C5+g==	sMS088D70cc=	yNWxvg==
1367	1	1u7X07DZvNI=	a2VqdXF1ZXN0aW9uNA==	t/C9zKGwsNfC7barwLShsbXEteS5yrP219TO0rn6xMS49sqxxtqjvw==	urrUqrXbyrHG2g==	urqzybXbyrHG2g==	urqwp7XbyrHG2g==	urrD97XbyrHG2g==
1368	1	0qLLtLOvuNk=	a2VqdXF1ZXN0aW9uMQ==	obCy3bSsvei8/aGxysfW7rjwwcHP8sutvei8/aO/	styy2Q==	y+/IqA==	wfWxuA==	1KzJ3A==
1369	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uMg==	obaz9sqmse2ht8rH1u648MHBuPjLrbXEyc/K6aO/	udjT8A==	uvPW98H17Pg=	wfWxuA==	1cW3yQ==
1370	1	wPHA1tPft/4=	a2VqdXF1ZXN0aW9uMg==	1Nq5xbT60azP49bQo6zUrcysz+OyxMrH1rixo8H0z+PBz7XEsr+31tStyrzN4rnbzNjV96Osz8LB0MTEuPbK9NPa1K3MrM/jssSjvw==	z9/P4w==	s8HP48S+v+k=	xKnP4w==	z+O44A==
1371	1	wPHA1tPft/4=	a2VqdXF1ZXN0aW9uMQ==	zrq9+u/6v7XU2tDMs6HJz7Wv1+C1xMrHyrLDtMf619Ojvw==	uePB6smi	uN/JvcH3y64=	tLq9rbuo1MLSuQ==	0fS0urDX0ak=
1372	1	ytC+rsqzu/U=	a2VqdXF1ZXN0aW9uMw==	sLLPqsz6udvS9L7f09DS1M/CxMTQqczY1fejvw==	yavU87TkwsyjrLi709C54tTz	0dXJq7C1uuyjrM7eueLU8w==	yavU887ayPOjrLi709C54tTz	0dXJq7C1utqjrM7eueLU8w==
1373	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uMw==	vrDR9LjUx7C6yL7G09DXxby4zeuyu7n9uNS1xMu1t6ijvw==	zuXN6w==	sMvN6w==	yP3N6w==	0rvN6w==
1374	1	ytC+rsqzu/U=	a2VqdXF1ZXN0aW9uMw==	0tTPwsTH0rvW1rLosrvK9NPa1tC5+squtPPD+7Lo1q7Su6O/	zve6/sH6vq4=	trTNpbHMwt20ug==	w8m2pbjKwrY=	u8bJvcOrt+U=
1375	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uNA==	obC5w8vVs8fN4rquyb3LwqGx1tC1xLnDy9XKx9a4xMTA76O/	yfLR9A==	ztrCs8S+xus=	sPzNtw==	y9XW3Q==
1376	1	ytC+rsqzu/U=	a2VqdXF1ZXN0aW9uNA==	0tTPwsTE1tbKx87Sufqzo7z7tcS2r87v083A4KO/	uvrC6dPN	1qXC6dPN	tPO2udPN	u8bTzQ==
1377	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uMg==	obDM7M/Ct+fUxrP2ztKxsqGxtcTPwtK7vuTKx8qyw7Sjvw==	s77KwMjns7HIy8jny64=	0rvI572tuv7L6tTCtN8=	sNe5x8jnyb3E8b6qt8k=	srvKpMjLyfrSu7Oh1+0=
1378	1	zOzQ/rXYu8Y=	a2VqdXF1ZXN0aW9uMQ==	ysC958nP1+7V0tTnsujS+7LotcS5+rzSysejvw==	1tC5+g==	06G2yA==	z6PAsA==	yNWxvg==
1379	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uMw==	obbC29PvobfKx8jlvNLRp8XJtcS+rbXk1vjX96Os08nLrbXEtdzX07Hg16u2+LPJo78=	3PfX0w==	xKvX0w==	v9fX0w==	wM/X0w==
1380	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uMw==	0KHLtaG2zOzB+rDLsr+ht9bQobDLxLqjwdC5+qOsx6fH783y1NijrMrAyc++zda709DSu7j2o6ggo6mho6Gx	zfXT7+bM	1dTD9A==	sKLW7A==	sKLXzw==
1381	1	ytC+rsqzu/U=	a2VqdXF1ZXN0aW9uMQ==	obDO5cG40rqhsdTat9bA4MnPyvTT2sTH0rvW1r7GwOCjvw==	sNe+xg==	xqG+xg==	u8a+xg==	ufu+xg==
1382	1	0qLLtLOvuNk=	a2VqdXF1ZXN0aW9uNA==	1b25+sqxxtqjrNb4w/vOxNGnvNLH/NStysfExLn6yMujvw==	x9i5+g==	yvG5+g==	vfC5+g==	s/65+g==
1383	1	wPHA1tPft/4=	a2VqdXF1ZXN0aW9uMQ==	tdvN9bXE19rD7dbGysfM7NfTxt/D7aOs1u667s7lw+2jrLTzt/LI/cPto6zKv7y4w+2jvw==	0rs=	yq4=	yP3Krg==	0ruw2Q==
1384	1	ytC+rsqzu/U=	a2VqdXF1ZXN0aW9uMg==	obDN47a5u8ahscrH0tTPwsTEuPa12Mf4tcTM2Mmrw/uz1KO/	va3L1Q==	wM+xsb6p	1eO9rQ==	va3O9w==
1385	1	0qLLtLOvuNk=	a2VqdXF1ZXN0aW9uMQ==	obDLxLTzw8DFrqGx1q7Su7XE0e658+X6ysfExLj2s6+0+rXEs+jl+qO/	zMazrw==	x+Wzrw==	x9izrw==	w/ezrw==
1386	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uMw==	z8LB0NChy7XX98a31tDExNK7sr/Kx73w07m1xNChy7Wjvw==	xrzX2c/A07DCvA==	wr3QobfvtKvG5g==	yeS18dOi0Nu0qw==	yfHW3bSrxuY=
1387	1	ytC+rsqzu/U=	a2VqdXF1ZXN0aW9uMw==	0tTPwsTE0rvW1rLoyvTT2tbQufrKrrTzw/uy6KO/	yc/IxLDXw7w=	vrbJvbLo	u8bJvcOrt+U=	tuvDvNbx0rbH4A==
1388	1	zOzQ/rXYu8Y=	a2VqdXF1ZXN0aW9uMQ==	obCw18m9utrLrqGxt7rWuKO/	tquxsQ==	u6qxsQ==	u6rW0A==	u6rEzw==
1389	1	1u7X07DZvNI=	a2VqdXF1ZXN0aW9uMw==	zqqhtsvEyumht9f216K1xMvOtPrA7dGnvNLKx6O/	1ty22NLD	ydvTug==	1uzs5A==	s8zyqw==
1390	1	1u7X07DZvNI=	a2VqdXF1ZXN0aW9uMQ==	ztK5+rfwvczKt8nPtdrSu867zvfQ0Mfzt6i1xMmuyMvKxz8=	1uzKv9DQ	t6jP1A==	0P7eyg==	0uW+uw==
1391	1	zOzQ/rXYu8Y=	a2VqdXF1ZXN0aW9uMQ==	z8LB0Mr009qhsMTP1MChsbXEysejvw==	uuLJvQ==	uuPJvQ==	zKnJvQ==	u6rJvQ==
1392	1	0rDIpMqw0sU=	a2VqdXF1ZXN0aW9uMg==	0rvWu8Wjo6y08tK719ajvw==	xr0=	yfo=	uNU=	trw=
1393	1	wPHA1tPft/4=	a2VqdXF1ZXN0aW9uMQ==	1tC5+rnFtPrA8cDWzsTD99bQo6zT0Mj9sr+xu7PGzqqhsMj9wPGhsbXE1vjX96OsysfS1M/CxMTI/bK/o78=	obbW3MDxobehoqG20sfA8aG3us2htsDxvMehtw==	obbW58DxobehoqG2yN3A8aG3us2htrzAwPGhtw==	oba52cDxobehoqG20sfA8aG3us2htrOvwPGhtw==	obbM7KG3oaKhtrXYobe6zaG2yMuhtw==
1394	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uMQ==	obDHp8Dvwu2zo9PQo6y2+LKuwNayu7Oj09ChsbTLw/u+5LP219TLrdauytajvw==	uqvT+g==	y77C7ceo	wfjX2tSq	zrrV9w==
1395	1	zOzQ/rXYu8Y=	a2VqdXF1ZXN0aW9uMQ==	z8LB0LK7yvTT2tbQufrLxLTzw/vCpbXEysejvw==	v9fIuMyo	1MDR9MKl	6/jN9bjz	u8a618Kl
1396	1	1u7X07DZvNI=	a2VqdXF1ZXN0aW9uMQ==	sfi3qKG2yP3KrsH5vMaht9bQobDH3NT0x9zN9aGxtcS6rNLlysejvw==	tN272bXQyMvW98Gmo6y007b4zd+94rXQvvw=	t8DK2A==	s7fNyw==	vfi5pQ==
1397	1	ytC+rsqzu/U=	a2VqdXF1ZXN0aW9uMw==	0tTPwsTE1tay6M6709rO5NLE0dKy6NauytajrNPQobCy6M311q7N9aGxtcSzxrrFo78=	wfq+rg==	sczC3bS6	tPO67MXb	xu667A==
1398	1	ytC+rsqzu/U=	a2VqdXF1ZXN0aW9uMQ==	ucW0+sWpuPu5pL7f1tCjrNPD09qypdbWtcS5pL7fw/vX1r3Q1/ajvw==	8e8=	8eo=	wOc=	uPvFow==
1399	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uMQ==	obDI1bP2va27qLrsyqS78KOstLrAtL2ty67CzMjnwLahsdXiytfKq7P219Sjvw==	obbS5L2txM+htw==	oba56dSwzO++06G3	oba5/bnKyMvXr6G3	obbN+7a0zaWhtw==
1400	1	1u7X07DZvNI=	a2VqdXF1ZXN0aW9uMg==	0tTKr7/MzqrW99Kq0dC+v7bUz/O1xNGnzsrKx6O/	0bXarNGn	v7y5xdGn	vfDKr9Gn	0vTUz9Gn
1401	1	0qLLtLOvuNk=	a2VqdXF1ZXN0aW9uMQ==	w/e0+tbQ0evJ6LTzwO3LwqGitryy7NS6oaLQzLK/o6y6z7PGzqqjvw==	yP23qMu+	yP3Lvg==	yP3KoQ==	yP2yvw==
1402	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uMg==	zMazr7XEuN+1yNGnuK7Kx6O/	sNfCucrp1Lo=	ufrX07zg	ubHUug==	yq+5xMrp1Lo=
1403	1	1u7X07DZvNI=	a2VqdXF1ZXN0aW9uMQ==	0tTPwsTE0rvP7sr009q38L3M1tC1xKGwyP2956Gxo78=	0/u95w==	zOy95w==	tdi95w==	yMu95w==
1404	1	ytC+rsqzu/U=	a2VqdXF1ZXN0aW9uMg==	0tTPwsTEuPayu8rHobC+xqGxtcSx8LPGo78=	vfCyqA==	w9fLrg==	toDbyw==	sNe26Q==
1405	1	ytC+rsqzu/U=	a2VqdXF1ZXN0aW9uNA==	0tTPwsTEuPayu8rHobC+xqGxtcSx8LPGo78=	x/rQ47LF	x/q1wMq/	x/q+08q/	vsa+qw==
1406	1	ytC+rsqzu/U=	a2VqdXF1ZXN0aW9uMg==	obDx1/HNu/DJ1aGxysfS1M/CxMS49rXYx/i1xMzYyavD+7PUo78=	1tjH7A==	wM+xsb6p	utOxsQ==	utPEzw==
1407	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uMw==	z8LB0Mrpt6jX98a31tDExNK7uPbKx736tPrK6beovNLN9fTL1q61xNf3xrejvw==	oba7r7bIy8KxrqG3	oba98LjVvq3Kr7/Mobc=	obbAvM2kvK/Q8qG3	obbJ8bLfvvyxrqG3
1408	1	1u7X07DZvNI=	a2VqdXF1ZXN0aW9uMg==	0tTPwsTE0rvP7sr009q38L3M1tC1xKGwt/C9zM7lveShsaO/	sruGquDC	srvNtbXB	sruwvtK5	sruwwcL9
1409	1	wPHA1tPft/4=	a2VqdXF1ZXN0aW9uMg==	ucW0+sTQxa676cDxo6y4uMS4uPjG5NfDvsa1xNLHyr2zxs6q9bSjrMTHw7ShsNTZ9bShsbT6se3KssO0o78=	1Nm6yNK7sa0=	xNDU2ciiu/LFrtTZvN4=	xeOx9r/Nusi+xg==	0+uw6cLCusi+xg==
1410	1	ytC+rsqzu/U=	a2VqdXF1ZXN0aW9uMQ==	tKvNs73ayNXW0Mfvvdq1xMbw1LTKx6O/	tdvN9bzA1MI=	sNnQ1cfvytU=	5s+28LG81MI=	w/G85MH3tKs=
1411	1	zOy12ND+u8Y=	a2VqdXF1ZXN0aW9uNA==	0Nu+4dK7tKa1xMm9uqO52NPQvLjX+bPHw8Wjvw==	MQ==	Mg==	Mw==	NA==
1412	1	zOy12ND+u8Y=	a2VqdXF1ZXN0aW9uMw==	19S5xdLUwLSjrLG7yMvDx7PGzqrM7M/C0Nu52LXEysejvw==	yb26o7nY	0fS52A==	vM7T+LnY	0/HDxbnY
1413	1	0rDIpMqw0sU=	a2VqdXF1ZXN0aW9uMg==	obbI/bn60d3S5aG31tDM4bW9obCy3LLZs9S8psDfobG1xNCquvPT78rHo78=	zra8q8/K	yrPWrs7ezrajrMb61q6/yc+n	saWzxcHL	tvay0sHL
1414	1	ytC+rsqzu/U=	a2VqdXF1ZXN0aW9uMw==	1tC5+squtPPD+7Lo1q7Su7XEobC7xsm9w6u35aGxo6zU2rfWwODJz8r009rS1M/CxMTSu9bWo78=	utqy6A==	uuyy6A==	wsyy6A==	u8ay6A==
1415	1	wPHA1tPft/4=	a2VqdXF1ZXN0aW9uNA==	zMa0+s7kudm1xLf+1sa7qMmro6y55raozuTI/ca30tTJz6Gi1/PT0tPx7tTOwLXEt/7KztLUyrLDtNf3zqrXsMrOo78=	u6i25A==	utPB9w==	yq/Ntw==	ttT3vQ==
1416	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uMw==	obbO99POvMeht9bQybO6zcnQtcS3qLrFysejvw==	zfzB98mz	ybPQxL67	ybPO8r67	ybPO8sTc
1417	1	zOy12ND+u8Y=	a2VqdXF1ZXN0aW9uMg==	z8LB0MTE0rvP7rG70/7Oqs3yyb3Wrtfmo78=	uuG2z8m9wvY=	xcHD17b7uN/UrQ==	1Ma587jf1K0=	zuTSxMm9
1418	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uMg==	z8LB0NChy7XX98a31tDExNK7sr/Kx7vG0te1xNChy7Wjvw==	xt+9o8/CzOzJvQ==	sd+7xLSry7U=	tPPMxsurwfq0qw==	zsDLucDttKvG5g==
1419	1	1u7X07DZvNI=	a2VqdXF1ZXN0aW9uNA==	0tTPwsTEsr/W+Nf3t7TTs8HLucW0+s73sti1xNK90aezyb7No78=	obbJ8cWpsb6y3b6tobc=	obbMxrG+st2htw==	oba7xrXbxNq+raG3	obbLxLK/0r215KG3
1420	1	ytC+rsqzu/U=	a2VqdXF1ZXN0aW9uNA==	obC51s62ufvIyqGxysfS1M/CxMS49rXYx/i1xMzYyavD+7PUo78=	wcnE/g==	utrB+r2t	uv6xsQ==	zOy98g==
1421	1	0qLLtLOvuNk=	a2VqdXF1ZXN0aW9uMg==	obbI/bn60d3S5aG31tCjrKGwtPPS4sqnvqPW3aGxtcTKx6O/	z+7T8A==	udjT8A==	wfWw7g==	1cW3yQ==
1422	1	0rDIpMqw0sU=	a2VqdXF1ZXN0aW9uMQ==	obbI/cquwfm8xqG31rjWp8XkxMfQqcO709DX986qtcTKxsGmwLS077W9ztK3vcS/tcS1xLLfwtTKx6O/	vejKrLu5u+o=	uaWzx8LTtdg=	zLC1w87e0eE=	ytPI9M7etsM=
1423	1	zOzQ/rXYu8Y=	a2VqdXF1ZXN0aW9uMQ==	z8jH2LXExM/C+dautdijrLe61rijvw==	xM/UwdK7tPg=	u8a609K7tPg=	s6S9rdK7tPg=	utrB+r2t0ru0+A==
1424	1	ytC+rsqzu/U=	a2VqdXF1ZXN0aW9uMg==	obC2+rbk0dvVqLjiobHKx9LUz8LExLj2tdjH+LXEzNjJq8P7s9Sjvw==	wcnE/g==	zOy98g==	utrB+r2t	uv7Ezw==
1425	1	wPHA1tPft/4=	a2VqdXF1ZXN0aW9uMQ==	ucW0+rzA7OvW0KOsvMDUwsrH1NrKssO0yrG68qO/	x++31tauz6Y=	waLH79auz6Y=	vqrV3dauyNU=	uq7CttauyrE=
1426	1	ytC+rsqzu/U=	a2VqdXF1ZXN0aW9uMQ==	0tTPwsTEuPayu8rHobC+xqGxtcSx8LPGo78=	udvS9M3B	sOPI9MzA	x+XKpQ==	18fPzQ==
1427	1	ytC+rsqzu/U=	a2VqdXF1ZXN0aW9uMw==	yqvKpbbFuKbL+db4obbS+9bQsMvPybjoobfW0KGw1cXQ8cj9sa2y3cqltKuhscrH1rjS1M/CxMTOu6O/	wfjX2tSq	wfXT7c79	1cXQ8Q==	wfWzpMfk
1428	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uMw==	ucW0+snxu7C0q8u11tDC5cnxus3PwsHQxMTOu8rHx+nCwqO/	t/z0yw==	xa7mtA==	uvP04A==	zuK41Q==
1429	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uNA==	vfDTuc7kz8DQocu11tCjrM/CwdDExNK7z+7O5Lmmyse2ztbH0Mu1xM7kuaajvw==	v/u7qLXj0ajK1g==	vsXR9MnxuaY=	uPLzobmm	0rvR9Na4
1430	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uMQ==	yP3Po7GmzPvKx7arvfrN9fTL1q680tflwfS4+LrzysC99tPQtcTI/bz+1ea8o6Osz8LB0MTEz+6yu8r009rI/c+jsabM+6Gj	16PUysP3obay3crpyqvM+6G3	zfX0y9auoba/7NGpyrHH58z7obc=	zfXP19auobbW0MfvzPuhtw==	zfWrkaG2sq7Utsz7obc=
1431	1	wPHA1tPft/4=	a2VqdXF1ZXN0aW9uMQ==	obbSx8DxobfG5NbQ0tS8x9TYy621xMDx0sfOqtb3o78=	yr+087fy	5snl+g==	xr3D8Q==	tdvN9Q==
1432	1	0qLLtLOvuNk=	a2VqdXF1ZXN0aW9uMg==	yP25+sqxxtqjrKGwyP231szsz8KhscrH1rjK8bn6oaLO4rn6us2jvw==	0eC5+g==	zrq5+g==	x9i5+g==	wrO5+g==
1433	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uMg==	oba67MKlw86ht9bQo6zN9c71t++1xNXJt/LKx6O/	vNbV5A==	vNbn9g==	vNbI2A==	vNa7tw==
1434	1	zOzQ/rXYu8Y=	a2VqdXF1ZXN0aW9uMQ==	1MDR9MKl1/jC5NPao78=	1MDR9A==	s6TJsw==	1urW3g==	0ubR9A==
1435	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uMg==	zvfTzrzHwO/L787yv9W2rrXEtuDJ2dbWseS7u6O/	sMvKrtK7seQ=	xt/Krrb+seQ=	yP3KrsH5seQ=	yq6wy7Hk
1436	1	ytC+rsqzu/U=	a2VqdXF1ZXN0aW9uNA==	0tTPwsTE0rvW1sr009rT0LT6se3Q1LXEw/bEz87awfqy6KO/	y9bTzbLo	wfq+rg==	1MbO7Q==	w6vQtw==
1437	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uMw==	obDJ+rWpvrvEqbPzobHKx76pvue1xNDQtbGjrMbk1tChsL67obHWuLXEysc=	wM/Iyw==	0KG6og==	xNC9xw==	xa69xw==
1438	1	ytC+rsqzu/U=	a2VqdXF1ZXN0aW9uMw==	0tTPwsTE0rvW1rLEwc+yu8Tc08PAtMTwvsajvw==	tb65yA==	y665+w==	xqTQrA==	yvfStg==
1439	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uMw==	obbO98/hvMeht7XEx/q0yruqwPbTxcPAo6zL/LXEyKvD+8rHo78=	obbA7sqmyqa+9rHwzvfP4bzHobc=	oba03t263brW8MjVzvfP4bzHobc=	oba03t263bq0/dTCzvfP4bzHobc=	obbH38uuuavW99auw86htw==
1440	1	zOy12ND+u8Y=	a2VqdXF1ZXN0aW9uMw==	1tzO5M31vajO99bcuvOjrLaotry6zrSmo78=	s6+46A==	sLLS2A==	uOS+qQ==	z8zR9A==
1441	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uMw==	wO6w18P7xqqhtr2rvfi+xqG31tDT0KGwxevR8tTXxaPH0s6qwNajrLvh0OvSu9L7o6ggo6mhsaO/	0ruw2bGt	zuWw2bGt	yP2w2bGt	0rvHp7Gt
1442	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uNA==	ucXKq7TK1tChsMDJxu/W8cLtwLShsbXEz8K+5MrHo78=	ttTTsLPJyP3Iyw==	uuzVxrKmx+WyqA==	tc3Nt8u8ucrP5w==	yMa0ssWqx+DDtw==
1443	1	xKvUz7Wkx+A=	a2VqdXF1ZXN0aW9uMQ==	obDO0tDEt8vKryyyu7/J16rSsizO0tDEt8vPryyyu7/Jvu3SsqGx1eK+5LP219Shtsqrvq2ht7XEyqu46NKqse2077XE0uLLvMrHo78=	se3KvrCux+nXqNK7o6y84dXqsrvT5Q==	se3Kvs6qyMvLwLDlsru/ycDt0/c=	se3Kvs6qyMvW0tDEuaK5og==	0MSzps/xyq/Nt9K70fnTsg==
1444	1	zOzQ/rXYu8Y=	a2VqdXF1ZXN0aW9uMQ==	0tTPwrK7ysfLxLTzt6LD97XEysejvw==	1tDSvQ==	u/DSqQ==	1rjEz9Xr	1OzWvcr1
1445	1	0rDIpMqw0sU=	a2VqdXF1ZXN0aW9uNA==	obbO99POvMeht9bQzOG1vaGwxKXXqcb2tcS67cH8obG1xNCquvPT78rHo78=	09C54rK7u6w=	09C7rLK7ueI=	sru54rK7we8=	09a54tPWwe8=
