Id	Map	ClassName	MapId	Msg	Option1	Option2	Option3	Option4	Option5	Option6	Option7	Option8	Option9	Option10	Option11	Option12
632		renji		你可知道一日为师终生为父的道理？为师的当关爱弟子，传道授业解惑，为徒的应当紧遵教诲，这才是师徒正道。												
633		peidunvni		人之初，性本善，性相近，习相远……每天听小姐念书我都能跟着背上几句，嘻嘻……												
634		wuxiangshitai		白雪飘兮轻若絮，生如梦兮淡若云。												
635		yinye		该做之时不要怕，做过之后不要悔，无愧于心最重要。												
636		wuseng		你以为我是在这里混的吗？不！我是当真要学一身功夫啊，哈哈哈哈！												
637		xiaonu		我身为奴，心却不为奴。我真羡慕你能够在这广阔天地间遨游，但愿有一日我能成为与你一样的人。												
638		wudaozhenren		复仇，野心。你们心中就只有这种狭隘的东西吗？												
639		lubike		    驾长车，踏破贺兰山缺。壮志饥餐胡虏肉，笑谈渴饮匈奴血。待从头，收拾旧山河，朝天阙！少侠，你的成长让我欣慰，<color=yellow>以后我便不发布任务给你了，那些军营你要闯便闯，进去后你会自动获取任务的。<color>												
640		yijunjingrui		人们的豪情壮志往往是三分钟热度，真正能熬过寂寞和苦楚的又有几人？												
641		yijunshaobing		人们的豪情壮志往往是三分钟热度，真正能熬过寂寞和苦楚的又有几人？												
642		huwei		你能体会到那种眼看着自己兄弟牺牲却什么也不能做的滋味吗？若我们的牺牲能换取这一方疆土的平安，便也值得了！												
643		fuqizhu		你和我是不一样的人……我看得出你有自己的志向……你的志向应该是遨游这神州大地！我说的对不？												
644		liukoushouling		现今世道，贪官污吏草菅人命的事情我见得太多了，纵然有你这样的侠客也无法挽回大局，我虽名声不好，但却无愧于心！												
645		xueying		在你的眼里我一定是个坏人吧。其实不到最后一刻，谁又会愿意放弃自己的梦想呢？												
646		xisuidaoshangren		小店新到大批上等兵器，客官要不要看看？	"""<color=gold>【绑定银两】<color>药品"",""Dialog:OpenShop"",14,7"	"""药品"",""Dialog:OpenShop"",14,1"	"""食物"",""Dialog:OpenShop"",21,1"	"""武器"",""Dialog:OpenShop"",146,1"	"""不买了"""							
647		xinshoufuliguan		您好，欢迎来到剑侠世界。												
648		shipotian		<color=yellow>每个人有每个人的业障因果，爱错就爱错……。<color><enter><color=red>决战夜岚关<color><enter>    <color=yellow>【胜负】<color><enter>    <color=green>在比赛的10分钟之内，推倒对方大营，则获得胜利。10分钟之内双方大营都没被推倒，则按照积分判断胜负，积分高的一方为胜方。<color><enter><color=yellow>每场比赛需要8人 最少8人才能开启。<color><enter><color=green>进入夜岚关后，自身无法使用技能，也无法攻击，操作均须使用道具（已放入快捷栏）。必须通过消耗军饷来建造与升级建筑，方可获得攻防能力。<color><enter><color=yellow>建造与击毁建筑和敌军可获得军饷、积分。<color><enter><color=green>五种兵种各具特色，哨塔可起防御作用但不产生士兵。升级后的建筑所产生的士兵将变得更强大。<color><enter><color=yellow>当情况危急之时可以在本方大营内释放倾城必杀技，有可能扭转战局。<color><enter><enter>决战夜岚关挑战的是侠客们的智慧和默契，祝你好运。												
649		xialuoyao		第一最好不相见，如此便可不相恋。<enter>第二最好不相知，如此便可不相思。<enter>第三最好不相伴，如此便可不相欠。<enter>第四最好不相惜，如此便可不相忆。<enter>第五最好不相爱，如此便可不相弃。<enter>第六最好不相对，如此便可不相会。<enter>第七最好不相误，如此便可不相负。<enter>第八最好不相许，如此便可不相续。<enter>第九最好不相依，如此便可不相偎。<enter>第十最好不相遇，如此便可不相聚。<enter>但曾相见便相知，相见何如不见时。<enter>安得与君相诀绝，免教生死作相思。												
650		bingqipulaoban	2115	招工招工！待遇嘛...管吃管住，一个月十两银子。要求会酿酒，年轻力壮。哦对了，样子可不能比我俊啊！												
651		bingqipulaoban	2116	招工招工！待遇嘛...管吃管住，一个月十两银子。要求会酿酒，年轻力壮。哦对了，样子可不能比我俊啊！												
652		bingqipulaoban	2117	招工招工！待遇嘛...管吃管住，一个月十两银子。要求会酿酒，年轻力壮。哦对了，样子可不能比我俊啊！												
653		bingqipulaoban	2118	招工招工！待遇嘛...管吃管住，一个月十两银子。要求会酿酒，年轻力壮。哦对了，样子可不能比我俊啊！												
654		bingqipulaoban	2119	招工招工！待遇嘛...管吃管住，一个月十两银子。要求会酿酒，年轻力壮。哦对了，样子可不能比我俊啊！												
655		bingqipulaoban	2120	招工招工！待遇嘛...管吃管住，一个月十两银子。要求会酿酒，年轻力壮。哦对了，样子可不能比我俊啊！												
656		bingqipulaoban	2121	招工招工！待遇嘛...管吃管住，一个月十两银子。要求会酿酒，年轻力壮。哦对了，样子可不能比我俊啊！												
657		fangjupulaoban	2115	这位大侠进来看看吧？我这小店里的装备虽称比不上谢贤他那卖的披风，却也是我一针一线的心血杰作！	"""鞋子、腰带"",""Dialog:OpenShop"",11,1"	"""护腕、手镯"",""Dialog:OpenShop"",13,1"	"""矿石"",""Dialog:OpenShop"",16,1"	"""毛皮"",""Dialog:OpenShop"",20,1"	"""棉麻"",""Dialog:OpenShop"",17,1"	"""不买了"""						
658		fangjupulaoban	2116	这位大侠进来看看吧？我这小店里的装备虽称比不上谢贤他那卖的披风，却也是我一针一线的心血杰作！	"""鞋子、腰带"",""Dialog:OpenShop"",11,1"	"""护腕、手镯"",""Dialog:OpenShop"",13,1"	"""矿石"",""Dialog:OpenShop"",16,1"	"""毛皮"",""Dialog:OpenShop"",20,1"	"""棉麻"",""Dialog:OpenShop"",17,1"	"""不买了"""						
659		fangjupulaoban	2117	这位大侠进来看看吧？我这小店里的装备虽称比不上谢贤他那卖的披风，却也是我一针一线的心血杰作！	"""鞋子、腰带"",""Dialog:OpenShop"",11,1"	"""护腕、手镯"",""Dialog:OpenShop"",13,1"	"""矿石"",""Dialog:OpenShop"",16,1"	"""毛皮"",""Dialog:OpenShop"",20,1"	"""棉麻"",""Dialog:OpenShop"",17,1"	"""不买了"""						
660		fangjupulaoban	2118	这位大侠进来看看吧？我这小店里的装备虽称比不上谢贤他那卖的披风，却也是我一针一线的心血杰作！	"""鞋子、腰带"",""Dialog:OpenShop"",11,1"	"""护腕、手镯"",""Dialog:OpenShop"",13,1"	"""矿石"",""Dialog:OpenShop"",16,1"	"""毛皮"",""Dialog:OpenShop"",20,1"	"""棉麻"",""Dialog:OpenShop"",17,1"	"""不买了"""						
661		fangjupulaoban	2119	这位大侠进来看看吧？我这小店里的装备虽称比不上谢贤他那卖的披风，却也是我一针一线的心血杰作！	"""鞋子、腰带"",""Dialog:OpenShop"",11,1"	"""护腕、手镯"",""Dialog:OpenShop"",13,1"	"""矿石"",""Dialog:OpenShop"",16,1"	"""毛皮"",""Dialog:OpenShop"",20,1"	"""棉麻"",""Dialog:OpenShop"",17,1"	"""不买了"""						
662		fangjupulaoban	2120	这位大侠进来看看吧？我这小店里的装备虽称比不上谢贤他那卖的披风，却也是我一针一线的心血杰作！	"""鞋子、腰带"",""Dialog:OpenShop"",11,1"	"""护腕、手镯"",""Dialog:OpenShop"",13,1"	"""矿石"",""Dialog:OpenShop"",16,1"	"""毛皮"",""Dialog:OpenShop"",20,1"	"""棉麻"",""Dialog:OpenShop"",17,1"	"""不买了"""						
663		fangjupulaoban	2121	这位大侠进来看看吧？我这小店里的装备虽称比不上谢贤他那卖的披风，却也是我一针一线的心血杰作！	"""鞋子、腰带"",""Dialog:OpenShop"",11,1"	"""护腕、手镯"",""Dialog:OpenShop"",13,1"	"""矿石"",""Dialog:OpenShop"",16,1"	"""毛皮"",""Dialog:OpenShop"",20,1"	"""棉麻"",""Dialog:OpenShop"",17,1"	"""不买了"""						
664		weiminglinggong		生算什么？死又如何？老夫既统兵五万拒守此地，就没有活着回去的打算！												
665		rendexiao		宁射苍鹰不射兔，宁捕猛虎不捕狐！												
666		renduosuoding		蒙古鞑子掳走牲畜，杀我族人，我要让他们血债血偿！												
667		renduobaozhong		天地无源，空广皆胜。地深神颠，圣星已聚。												
668		sunuer		偷偷告诉你，我本是江南建康人，你听过那十里秦淮的烟花巷么？嘿嘿，若这次打了胜仗，小爷要不要也随我去乐一乐？												
669		weizhongxian		什么？你想打听龙魂鉴的消息？你知道的太多了！												
670		liyinfu		来这里以后，我日夜难寐。我忘不了临行时妻子的眼神，她向我诉说着离别的苦楚……												
671		beibangdefulu		唔……唔……												
672		lidonghai		克夷门虽为中都的天然屏障，但恃险拒守毕竟不是长久之计，这样下去该如何是好呢？												
673		taimeng		此地风沙甚大，你初到此地也算贵客，还请去帐内取暖一叙。												
674		zhuxingnian		兵胜之术，密察敌人之机而速乘其利，复疾击其不意。												
675		shidimeng		我不喜欢打仗，很奇怪吗？看着自己的兄弟纷纷战死沙场，那种滋味难以言表，这就是战争的残酷！												
676		kexiaoxu		想让我敬重你？先赢过我手中的刀再说！												
677		tiemuzhen		哪里有青草覆盖，哪里就是我蒙古帝国的牧马之原！												
678		beierjite		你我语言虽然不通，但我从你的眼睛里看到了对自由的渴望，我们是朋友！												
679		wokuotai		西夏军队负隅顽抗的日子已经不多了，克夷门早晚会被我们拿下！												
680		alatanzang		别问我杀过多少人，我不记得了。我只记得，在他们倒下的那一瞬间，眼睛里闪过的恐惧和绝望，是我平生从未经历过的。												
681		nisigebari		好马主人多，好人朋友多。你是想做一匹好马还是一个好人？												
682		woqier		还记得呼伦湖畔的飞鸟吗？他们自由自在地飞翔着，真心让我羡慕！												
683		xijinmanda		站住！元帅有令，闲杂人等不得进入此地！												
684		beiqindefulu		想知道西夏的情报？就不告诉你！												
685		sanagari		真怀念去年的那达慕大会，只盼我们早日得胜，能再去草场一试身手！												
686		hanggai		战争追求的是速度，不是兵力。在敌人面前，我们的骑兵像闪电一样迅速出击，往往能一招制敌！												
687		boteqige		只有驰骋的骏马才能踏遍草原，只有展翅的苍鹰才能翱翔天空！												
688		muertiezhi		西夏在我们的眼里，就是一只弱小的羔羊，至于是生擒还是宰杀，这得看元帅的意思了。												
689		ladebuxing		你来得正是时候，今天军营里开大荤了，你闻到烤全羊的香味没？对了，还有马奶酒，你一定要尝尝！												
690	古墓	bingqipulaoban	2261	嘿嘿！拿上我做的兵器，想要登上武林排行榜榜首之位，简直易如反掌啊！哟这位客官，来一把吧。然后去找谢贤弄件披风，您可就威风咯！	"""剑"",""Dialog:OpenShop"",2,1"	"""袖箭"",""Dialog:OpenShop"",9,1"	"""矿石"",""Dialog:OpenShop"",16,1"			"""不买了"""						
691		bingqipulaoban	2154	招工招工！待遇嘛...管吃管住，一个月十两银子。要求会酿酒，年轻力壮。哦对了，样子可不能比我俊啊！												
692		fangjupulaoban	2154	这位大侠进来看看吧？我这小店里的装备虽称比不上谢贤他那卖的披风，却也是我一针一线的心血杰作！	"""鞋子、腰带"",""Dialog:OpenShop"",11,1"	"""护腕、手镯"",""Dialog:OpenShop"",13,1"	"""矿石"",""Dialog:OpenShop"",16,1"	"""毛皮"",""Dialog:OpenShop"",20,1"	"""棉麻"",""Dialog:OpenShop"",17,1"	"""不买了"""						
693		bingqipulaoban	2254	招工招工！待遇嘛...管吃管住，一个月十两银子。要求会酿酒，年轻力壮。哦对了，样子可不能比我俊啊！												
694		fangjupulaoban	2254	这位大侠进来看看吧？我这小店里的装备虽称比不上谢贤他那卖的披风，却也是我一针一线的心血杰作！	"""鞋子、腰带"",""Dialog:OpenShop"",11,1"	"""护腕、手镯"",""Dialog:OpenShop"",13,1"	"""矿石"",""Dialog:OpenShop"",16,1"	"""毛皮"",""Dialog:OpenShop"",20,1"	"""棉麻"",""Dialog:OpenShop"",17,1"	"""不买了"""						
695		bingqipulaoban	2255	招工招工！待遇嘛...管吃管住，一个月十两银子。要求会酿酒，年轻力壮。哦对了，样子可不能比我俊啊！												
696		fangjupulaoban	2255	这位大侠进来看看吧？我这小店里的装备虽称比不上谢贤他那卖的披风，却也是我一针一线的心血杰作！	"""鞋子、腰带"",""Dialog:OpenShop"",11,1"	"""护腕、手镯"",""Dialog:OpenShop"",13,1"	"""矿石"",""Dialog:OpenShop"",16,1"	"""毛皮"",""Dialog:OpenShop"",20,1"	"""棉麻"",""Dialog:OpenShop"",17,1"	"""不买了"""						
697		bingqipulaoban	2256	招工招工！待遇嘛...管吃管住，一个月十两银子。要求会酿酒，年轻力壮。哦对了，样子可不能比我俊啊！												
698		fangjupulaoban	2256	这位大侠进来看看吧？我这小店里的装备虽称比不上谢贤他那卖的披风，却也是我一针一线的心血杰作！	"""鞋子、腰带"",""Dialog:OpenShop"",11,1"	"""护腕、手镯"",""Dialog:OpenShop"",13,1"	"""矿石"",""Dialog:OpenShop"",16,1"	"""毛皮"",""Dialog:OpenShop"",20,1"	"""棉麻"",""Dialog:OpenShop"",17,1"	"""不买了"""						
699		bingqipulaoban	2257	招工招工！待遇嘛...管吃管住，一个月十两银子。要求会酿酒，年轻力壮。哦对了，样子可不能比我俊啊！												
700		fangjupulaoban	2257	这位大侠进来看看吧？我这小店里的装备虽称比不上谢贤他那卖的披风，却也是我一针一线的心血杰作！	"""鞋子、腰带"",""Dialog:OpenShop"",11,1"	"""护腕、手镯"",""Dialog:OpenShop"",13,1"	"""矿石"",""Dialog:OpenShop"",16,1"	"""毛皮"",""Dialog:OpenShop"",20,1"	"""棉麻"",""Dialog:OpenShop"",17,1"	"""不买了"""						
701		bingqipulaoban	2258	招工招工！待遇嘛...管吃管住，一个月十两银子。要求会酿酒，年轻力壮。哦对了，样子可不能比我俊啊！												
702		fangjupulaoban	2258	这位大侠进来看看吧？我这小店里的装备虽称比不上谢贤他那卖的披风，却也是我一针一线的心血杰作！	"""鞋子、腰带"",""Dialog:OpenShop"",11,1"	"""护腕、手镯"",""Dialog:OpenShop"",13,1"	"""矿石"",""Dialog:OpenShop"",16,1"	"""毛皮"",""Dialog:OpenShop"",20,1"	"""棉麻"",""Dialog:OpenShop"",17,1"	"""不买了"""						
703		bingqipulaoban	2259	招工招工！待遇嘛...管吃管住，一个月十两银子。要求会酿酒，年轻力壮。哦对了，样子可不能比我俊啊！												
704		fangjupulaoban	2259	这位大侠进来看看吧？我这小店里的装备虽称比不上谢贤他那卖的披风，却也是我一针一线的心血杰作！	"""鞋子、腰带"",""Dialog:OpenShop"",11,1"	"""护腕、手镯"",""Dialog:OpenShop"",13,1"	"""矿石"",""Dialog:OpenShop"",16,1"	"""毛皮"",""Dialog:OpenShop"",20,1"	"""棉麻"",""Dialog:OpenShop"",17,1"	"""不买了"""						
705		zishuqing		书青不知道什么志在天下，为国为民。书青执着之事只系一人，却惟独不能让那个人知道。												
706		lvguanjia		老夫知道太多秘密……而知道太多的人，总是不得善终。老夫只希望，有生之年能多为吕家做点事情，以报恩情。												
707		xizi		他是不是回头看我，又有什么关系。我与他终究不过两个人，不曾同生，也未尝同难，更不会同死。												
708		luwangsheng		你说情深不寿，我从来不信。到头来，竟真一语成谶……你的孩子过得很好，我会倾我所有……护其一生。												
