id	MaleKind	MaleG	MaleD	MaleP	MaleL	FemaleKind	FemaleG	FemaleD	FemaleP	FemaleL
382	黄金始皇套装_木系男衣服	4	3	234	10	黄金始皇套装_木系女衣服	4	3	239	10
383	黄金始皇套装_水系男衣服	4	3	235	10	黄金始皇套装_水系女衣服	4	3	240	10
384	黄金始皇套装_火系男衣服	4	3	236	10	黄金始皇套装_火系女衣服	4	3	241	10
385	黄金始皇套装_土系男衣服	4	3	237	10	黄金始皇套装_土系女衣服	4	3	242	10
386	白银逍遥套装_金系男鞋子	4	7	31	10	白银逍遥套装_金系女鞋子	4	7	32	10
387	白银逍遥套装_木系男鞋子	4	7	33	10	白银逍遥套装_木系女鞋子	4	7	34	10
388	白银逍遥套装_水系男鞋子	4	7	35	10	白银逍遥套装_水系女鞋子	4	7	36	10
389	白银逍遥套装_火系男鞋子	4	7	37	10	白银逍遥套装_火系女鞋子	4	7	38	10
390	白银逍遥套装_土系男鞋子	4	7	39	10	白银逍遥套装_土系女鞋子	4	7	40	10
391	黄金逍遥套装_金系男鞋子	4	7	41	10	黄金逍遥套装_金系女鞋子	4	7	42	10
392	黄金逍遥套装_木系男鞋子	4	7	43	10	黄金逍遥套装_木系女鞋子	4	7	44	10
393	黄金逍遥套装_水系男鞋子	4	7	45	10	黄金逍遥套装_水系女鞋子	4	7	46	10
394	黄金逍遥套装_火系男鞋子	4	7	47	10	黄金逍遥套装_火系女鞋子	4	7	48	10
395	黄金逍遥套装_土系男鞋子	4	7	49	10	黄金逍遥套装_土系女鞋子	4	7	50	10
396	白银逍遥套装_金系男玉佩	4	11	61	10	白银逍遥套装_金系女香囊	4	11	62	10
397	白银逍遥套装_木系男玉佩	4	11	63	10	白银逍遥套装_木系女香囊	4	11	64	10
398	白银逍遥套装_水系男玉佩	4	11	65	10	白银逍遥套装_水系女香囊	4	11	66	10
399	白银逍遥套装_火系男玉佩	4	11	67	10	白银逍遥套装_火系女香囊	4	11	68	10
400	白银逍遥套装_土系男玉佩	4	11	69	10	白银逍遥套装_土系女香囊	4	11	70	10
401	白银始皇套装_金系男玉佩	4	11	71	10	白银始皇套装_金系女香囊	4	11	72	10
402	白银始皇套装_木系男玉佩	4	11	73	10	白银始皇套装_木系女香囊	4	11	74	10
403	白银始皇套装_水系男玉佩	4	11	75	10	白银始皇套装_水系女香囊	4	11	76	10
404	白银始皇套装_火系男玉佩	4	11	77	10	白银始皇套装_火系女香囊	4	11	78	10
405	白银始皇套装_土系男玉佩	4	11	79	10	白银始皇套装_土系女香囊	4	11	80	10
406	黄金逍遥套装_金系男玉佩	4	11	81	10	黄金逍遥套装_金系女香囊	4	11	82	10
407	黄金逍遥套装_木系男玉佩	4	11	83	10	黄金逍遥套装_木系女香囊	4	11	84	10
408	黄金逍遥套装_水系男玉佩	4	11	85	10	黄金逍遥套装_水系女香囊	4	11	86	10
409	黄金逍遥套装_火系男玉佩	4	11	87	10	黄金逍遥套装_火系女香囊	4	11	88	10
410	黄金逍遥套装_土系男玉佩	4	11	89	10	黄金逍遥套装_土系女香囊	4	11	90	10
411	黄金始皇套装_金系男玉佩	4	11	91	10	黄金始皇套装_金系女香囊	4	11	92	10
412	黄金始皇套装_木系男玉佩	4	11	93	10	黄金始皇套装_木系女香囊	4	11	94	10
413	黄金始皇套装_水系男玉佩	4	11	95	10	黄金始皇套装_水系女香囊	4	11	96	10
414	黄金始皇套装_火系男玉佩	4	11	97	10	黄金始皇套装_火系女香囊	4	11	98	10
415	黄金始皇套装_土系男玉佩	4	11	99	10	黄金始皇套装_土系女香囊	4	11	100	10
416	蓝色联赛套装_土系男皮甲	4	3	243	10	蓝色联赛套装_土系女皮甲	4	3	244	10
417	紫色联赛套装_土系男皮甲	4	3	251	10	紫色联赛套装_土系女皮甲	4	3	252	10
418	橙色联赛套装_土系男皮甲	4	3	247	10	橙色联赛套装_土系女皮甲	4	3	248	10
419	蓝色始皇套装_土系男皮甲	4	3	254	10	蓝色始皇套装_土系女皮甲	4	3	255	10
420	紫色始皇套装_土系男皮甲	4	3	258	10	紫色始皇套装_土系女皮甲	4	3	259	10
421	橙色始皇套装_土系男皮甲	4	3	262	10	橙色始皇套装_土系女皮甲	4	3	263	10
422	蓝色争夺套装_土系男皮帽	4	9	263	10	蓝色争夺套装_土系女皮帽	4	9	264	10
423	紫色争夺套装_土系男皮帽	4	9	265	10	紫色争夺套装_土系女皮帽	4	9	266	10
424	橙色争夺套装_土系男皮帽	4	9	267	10	橙色争夺套装_土系女皮帽	4	9	268	10
1	A级_金系男甲	6	3	1	10	A级_金系女甲	6	3	2	10
2	A级_木系男甲	6	3	3	10	A级_木系女甲	6	3	4	10
3	A级_水系男甲	6	3	5	10	A级_水系女甲	6	3	6	10
4	A级_火系男甲	6	3	7	10	A级_火系女甲	6	3	8	10
5	A级_土系男甲	6	3	9	10	A级_土系女甲	6	3	10	10
6	B级_金系男甲	6	3	11	10	B级_金系女甲	6	3	12	10
7	B级_木系男甲	6	3	13	10	B级_木系女甲	6	3	14	10
8	B级_水系男甲	6	3	15	10	B级_水系女甲	6	3	16	10
9	B级_火系男甲	6	3	17	10	B级_火系女甲	6	3	18	10
10	B级_土系男甲	6	3	19	10	B级_土系女甲	6	3	20	10
11	C级_金系男甲	6	3	21	10	C级_金系女甲	6	3	22	10
12	C级_木系男甲	6	3	23	10	C级_木系女甲	6	3	24	10
13	C级_水系男甲	6	3	25	10	C级_水系女甲	6	3	26	10
14	C级_火系男甲	6	3	27	10	C级_火系女甲	6	3	28	10
15	C级_土系男甲	6	3	29	10	C级_土系女甲	6	3	30	10
16	D级_金系男甲	6	3	31	10	D级_金系女甲	6	3	32	10
17	D级_木系男甲	6	3	33	10	D级_木系女甲	6	3	34	10
18	D级_水系男甲	6	3	35	10	D级_水系女甲	6	3	36	10
19	D级_火系男甲	6	3	37	10	D级_火系女甲	6	3	38	10
20	D级_土系男甲	6	3	39	10	D级_土系女甲	6	3	40	10
1	欢欢	1	12	25	4	喜喜 	1	12	26	4
2	欢欢	1	12	36	4	喜喜 	1	12	37	4
3	赤炼·漠尘	1	12	66	1	离影·碎辰	1	12	67	1
4	赤炼·爱染	1	12	66	2	离影·宵染	1	12	67	2
5	赤炼·魔华	1	12	66	3	离影·玄舞	1	12	67	3
